DataZone,InterZone,MMWard,Council,SPConst,CHP,HBCode
S01009620,S02001813,S13002640,S12000015,S16000127,S03000008,S08000018
S01009621,S02001813,S13002640,S12000015,S16000127,S03000008,S08000018
S01009622,S02001813,S13002640,S12000015,S16000127,S03000008,S08000018
S01009623,S02001813,S13002640,S12000015,S16000127,S03000008,S08000018
S01009624,S02001813,S13002640,S12000015,S16000127,S03000008,S08000018
S01009625,S02001814,S13002640,S12000015,S16000127,S03000008,S08000018
S01009626,S02001814,S13002640,S12000015,S16000127,S03000008,S08000018
S01009627,S02001814,S13002640,S12000015,S16000127,S03000008,S08000018
S01009628,S02001814,S13002640,S12000015,S16000127,S03000008,S08000018
S01009629,S02001814,S13002640,S12000015,S16000127,S03000008,S08000018
S01009630,S02001814,S13002640,S12000015,S16000127,S03000008,S08000018
S01009631,S02001815,S13002640,S12000015,S16000127,S03000008,S08000018
S01009632,S02001815,S13002640,S12000015,S16000127,S03000008,S08000018
S01009633,S02001815,S13002640,S12000015,S16000127,S03000008,S08000018
S01009634,S02001815,S13002640,S12000015,S16000127,S03000008,S08000018
S01009635,S02001816,S13002640,S12000015,S16000127,S03000008,S08000018
S01009636,S02001816,S13002640,S12000015,S16000127,S03000008,S08000018
S01009637,S02001816,S13002640,S12000015,S16000127,S03000008,S08000018
S01009638,S02001816,S13002640,S12000015,S16000127,S03000008,S08000018
S01009639,S02001817,S13002639,S12000015,S16000129,S03000008,S08000018
S01009640,S02001817,S13002639,S12000015,S16000129,S03000008,S08000018
S01009641,S02001817,S13002639,S12000015,S16000129,S03000008,S08000018
S01009642,S02001817,S13002639,S12000015,S16000129,S03000008,S08000018
S01009643,S02001818,S13002639,S12000015,S16000129,S03000008,S08000018
S01009644,S02001818,S13002639,S12000015,S16000129,S03000008,S08000018
S01009645,S02001818,S13002639,S12000015,S16000129,S03000008,S08000018
S01009646,S02001818,S13002639,S12000015,S16000129,S03000008,S08000018
S01009647,S02001818,S13002639,S12000015,S16000129,S03000008,S08000018
S01009648,S02001819,S13002639,S12000015,S16000129,S03000008,S08000018
S01009649,S02001819,S13002639,S12000015,S16000129,S03000008,S08000018
S01009650,S02001819,S13002639,S12000015,S16000129,S03000008,S08000018
S01009651,S02001820,S13002639,S12000015,S16000129,S03000008,S08000018
S01009652,S02001820,S13002639,S12000015,S16000129,S03000008,S08000018
S01009653,S02001820,S13002639,S12000015,S16000129,S03000008,S08000018
S01009654,S02001820,S13002639,S12000015,S16000129,S03000008,S08000018
S01009655,S02001821,S13002639,S12000015,S16000129,S03000008,S08000018
S01009656,S02001821,S13002639,S12000015,S16000129,S03000008,S08000018
S01009657,S02001821,S13002639,S12000015,S16000129,S03000008,S08000018
S01009658,S02001821,S13002639,S12000015,S16000129,S03000008,S08000018
S01009659,S02001821,S13002639,S12000015,S16000129,S03000008,S08000018
S01009660,S02001821,S13002639,S12000015,S16000129,S03000008,S08000018
S01009661,S02001821,S13002639,S12000015,S16000129,S03000008,S08000018
S01009662,S02001822,S13002634,S12000015,S16000134,S03000007,S08000018
S01009663,S02001822,S13002634,S12000015,S16000134,S03000007,S08000018
S01009664,S02001822,S13002638,S12000015,S16000134,S03000007,S08000018
S01009665,S02001822,S13002634,S12000015,S16000134,S03000007,S08000018
S01009666,S02001822,S13002634,S12000015,S16000134,S03000007,S08000018
S01009667,S02001822,S13002634,S12000015,S16000134,S03000007,S08000018
S01009668,S02001823,S13002634,S12000015,S16000134,S03000007,S08000018
S01009669,S02001823,S13002634,S12000015,S16000134,S03000007,S08000018
S01009670,S02001823,S13002634,S12000015,S16000134,S03000007,S08000018
S01009671,S02001823,S13002634,S12000015,S16000134,S03000007,S08000018
S01009672,S02001824,S13002634,S12000015,S16000134,S03000007,S08000018
S01009673,S02001824,S13002634,S12000015,S16000134,S03000007,S08000018
S01009674,S02001824,S13002634,S12000015,S16000134,S03000007,S08000018
S01009675,S02001824,S13002634,S12000015,S16000134,S03000007,S08000018
S01009676,S02001824,S13002634,S12000015,S16000134,S03000007,S08000018
S01009677,S02001825,S13002634,S12000015,S16000134,S03000007,S08000018
S01009678,S02001825,S13002634,S12000015,S16000134,S03000007,S08000018
S01009679,S02001825,S13002634,S12000015,S16000134,S03000007,S08000018
S01009680,S02001825,S13002634,S12000015,S16000134,S03000007,S08000018
S01009681,S02001826,S13002638,S12000015,S16000134,S03000007,S08000018
S01009682,S02001826,S13002638,S12000015,S16000134,S03000007,S08000018
S01009683,S02001826,S13002638,S12000015,S16000134,S03000007,S08000018
S01009684,S02001826,S13002638,S12000015,S16000134,S03000007,S08000018
S01009685,S02001826,S13002638,S12000015,S16000134,S03000007,S08000018
S01009686,S02001827,S13002638,S12000015,S16000134,S03000007,S08000018
S01009687,S02001827,S13002638,S12000015,S16000134,S03000007,S08000018
S01009688,S02001827,S13002638,S12000015,S16000134,S03000007,S08000018
S01009689,S02001827,S13002638,S12000015,S16000134,S03000007,S08000018
S01009690,S02001828,S13002638,S12000015,S16000134,S03000007,S08000018
S01009691,S02001828,S13002638,S12000015,S16000134,S03000007,S08000018
S01009692,S02001828,S13002638,S12000015,S16000134,S03000007,S08000018
S01009693,S02001828,S13002638,S12000015,S16000134,S03000007,S08000018
S01009694,S02001828,S13002638,S12000015,S16000134,S03000007,S08000018
S01009695,S02001829,S13002638,S12000015,S16000134,S03000007,S08000018
S01009696,S02001829,S13002638,S12000015,S16000134,S03000007,S08000018
S01009697,S02001829,S13002638,S12000015,S16000134,S03000007,S08000018
S01009698,S02001829,S13002637,S12000015,S16000134,S03000007,S08000018
S01009699,S02001830,S13002637,S12000015,S16000134,S03000007,S08000018
S01009700,S02001830,S13002637,S12000015,S16000134,S03000007,S08000018
S01009701,S02001830,S13002637,S12000015,S16000134,S03000007,S08000018
S01009702,S02001830,S13002637,S12000015,S16000134,S03000007,S08000018
S01009703,S02001831,S13002637,S12000015,S16000134,S03000007,S08000018
S01009704,S02001831,S13002637,S12000015,S16000134,S03000007,S08000018
S01009705,S02001831,S13002637,S12000015,S16000134,S03000007,S08000018
S01009706,S02001831,S13002637,S12000015,S16000134,S03000007,S08000018
S01009707,S02001832,S13002637,S12000015,S16000134,S03000007,S08000018
S01009708,S02001832,S13002637,S12000015,S16000134,S03000007,S08000018
S01009709,S02001832,S13002637,S12000015,S16000134,S03000007,S08000018
S01009710,S02001832,S13002637,S12000015,S16000134,S03000007,S08000018
S01009711,S02001832,S13002637,S12000015,S16000134,S03000007,S08000018
S01009712,S02001832,S13002637,S12000015,S16000134,S03000007,S08000018
S01009713,S02001833,S13002637,S12000015,S16000134,S03000007,S08000018
S01009714,S02001833,S13002637,S12000015,S16000134,S03000007,S08000018
S01009715,S02001833,S13002637,S12000015,S16000134,S03000007,S08000018
S01009716,S02001834,S13002636,S12000015,S16000134,S03000007,S08000018
S01009717,S02001834,S13002636,S12000015,S16000134,S03000007,S08000018
S01009718,S02001834,S13002636,S12000015,S16000134,S03000007,S08000018
S01009719,S02001834,S13002636,S12000015,S16000134,S03000007,S08000018
S01009720,S02001834,S13002636,S12000015,S16000134,S03000007,S08000018
S01009721,S02001835,S13002636,S12000015,S16000134,S03000007,S08000018
S01009722,S02001835,S13002636,S12000015,S16000134,S03000007,S08000018
S01009723,S02001835,S13002636,S12000015,S16000134,S03000007,S08000018
S01009724,S02001835,S13002636,S12000015,S16000134,S03000007,S08000018
S01009725,S02001835,S13002636,S12000015,S16000134,S03000007,S08000018
S01009726,S02001835,S13002636,S12000015,S16000134,S03000007,S08000018
S01009727,S02001836,S13002636,S12000015,S16000134,S03000007,S08000018
S01009728,S02001836,S13002636,S12000015,S16000134,S03000007,S08000018
S01009729,S02001836,S13002636,S12000015,S16000134,S03000007,S08000018
S01009730,S02001836,S13002636,S12000015,S16000134,S03000007,S08000018
S01009731,S02001836,S13002636,S12000015,S16000134,S03000007,S08000018
S01009732,S02001836,S13002636,S12000015,S16000134,S03000007,S08000018
S01009733,S02001837,S13002635,S12000015,S16000134,S03000007,S08000018
S01009734,S02001837,S13002636,S12000015,S16000134,S03000007,S08000018
S01009735,S02001837,S13002636,S12000015,S16000134,S03000007,S08000018
S01009736,S02001837,S13002636,S12000015,S16000134,S03000007,S08000018
S01009737,S02001838,S13002635,S12000015,S16000134,S03000007,S08000018
S01009738,S02001838,S13002635,S12000015,S16000134,S03000007,S08000018
S01009739,S02001838,S13002635,S12000015,S16000134,S03000007,S08000018
S01009740,S02001838,S13002635,S12000015,S16000134,S03000007,S08000018
S01009741,S02001838,S13002635,S12000015,S16000134,S03000007,S08000018
S01009742,S02001839,S13002635,S12000015,S16000134,S03000007,S08000018
S01009743,S02001839,S13002634,S12000015,S16000134,S03000007,S08000018
S01009744,S02001839,S13002635,S12000015,S16000134,S03000007,S08000018
S01009745,S02001839,S13002635,S12000015,S16000134,S03000007,S08000018
S01009746,S02001839,S13002634,S12000015,S16000134,S03000007,S08000018
S01009747,S02001840,S13002635,S12000015,S16000134,S03000007,S08000018
S01009748,S02001840,S13002635,S12000015,S16000134,S03000007,S08000018
S01009749,S02001840,S13002635,S12000015,S16000134,S03000007,S08000018
S01009750,S02001840,S13002635,S12000015,S16000134,S03000007,S08000018
S01009751,S02001840,S13002635,S12000015,S16000134,S03000007,S08000018
S01009752,S02001841,S13002635,S12000015,S16000134,S03000007,S08000018
S01009753,S02001841,S13002635,S12000015,S16000134,S03000007,S08000018
S01009754,S02001841,S13002635,S12000015,S16000134,S03000007,S08000018
S01009755,S02001841,S13002635,S12000015,S16000134,S03000007,S08000018
S01009756,S02001841,S13002635,S12000015,S16000134,S03000007,S08000018
S01009757,S02001841,S13002635,S12000015,S16000134,S03000007,S08000018
S01009758,S02001842,S13002643,S12000046,S16000119,S03000043,S08000021
S01009759,S02001842,S13002643,S12000046,S16000119,S03000043,S08000021
S01009760,S02001842,S13002643,S12000046,S16000119,S03000043,S08000021
S01009761,S02001842,S13002643,S12000046,S16000119,S03000043,S08000021
S01009762,S02001842,S13002643,S12000046,S16000119,S03000043,S08000021
S01009763,S02001842,S13002643,S12000046,S16000119,S03000043,S08000021
S01009764,S02001843,S13002643,S12000046,S16000119,S03000043,S08000021
S01009765,S02001843,S13002643,S12000046,S16000119,S03000043,S08000021
S01009766,S02001843,S13002643,S12000046,S16000119,S03000043,S08000021
S01009767,S02001843,S13002643,S12000046,S16000119,S03000043,S08000021
S01009768,S02001844,S13002643,S12000046,S16000119,S03000043,S08000021
S01009769,S02001844,S13002643,S12000046,S16000119,S03000043,S08000021
S01009770,S02001844,S13002643,S12000046,S16000119,S03000043,S08000021
S01009771,S02001844,S13002643,S12000046,S16000119,S03000043,S08000021
S01009772,S02001844,S13002643,S12000046,S16000119,S03000043,S08000021
S01009773,S02001844,S13002643,S12000046,S16000119,S03000043,S08000021
S01009774,S02001844,S13002643,S12000046,S16000119,S03000043,S08000021
S01009775,S02001845,S13002643,S12000046,S16000119,S03000043,S08000021
S01009776,S02001845,S13002643,S12000046,S16000119,S03000043,S08000021
S01009777,S02001845,S13002643,S12000046,S16000119,S03000043,S08000021
S01009778,S02001845,S13002643,S12000046,S16000119,S03000043,S08000021
S01009779,S02001845,S13002643,S12000046,S16000119,S03000043,S08000021
S01009780,S02001845,S13002643,S12000046,S16000119,S03000043,S08000021
S01009781,S02001845,S13002643,S12000046,S16000119,S03000043,S08000021
S01009782,S02001845,S13002643,S12000046,S16000119,S03000043,S08000021
S01009783,S02001845,S13002643,S12000046,S16000119,S03000043,S08000021
S01009784,S02001846,S13002643,S12000046,S16000119,S03000043,S08000021
S01009785,S02001846,S13002643,S12000046,S16000119,S03000043,S08000021
S01009786,S02001846,S13002643,S12000046,S16000119,S03000043,S08000021
S01009787,S02001846,S13002643,S12000046,S16000119,S03000043,S08000021
S01009788,S02001847,S13002643,S12000046,S16000119,S03000043,S08000021
S01009789,S02001847,S13002643,S12000046,S16000119,S03000043,S08000021
S01009790,S02001847,S13002643,S12000046,S16000119,S03000043,S08000021
S01009791,S02001847,S13002643,S12000046,S16000119,S03000043,S08000021
S01009792,S02001848,S13002643,S12000046,S16000119,S03000043,S08000021
S01009793,S02001848,S13002643,S12000046,S16000119,S03000043,S08000021
S01009794,S02001848,S13002643,S12000046,S16000119,S03000043,S08000021
S01009795,S02001848,S13002643,S12000046,S16000119,S03000043,S08000021
S01009796,S02001848,S13002643,S12000046,S16000119,S03000043,S08000021
S01009797,S02001848,S13002643,S12000046,S16000119,S03000043,S08000021
S01009798,S02001848,S13002643,S12000046,S16000119,S03000043,S08000021
S01009799,S02001849,S13002644,S12000046,S16000119,S03000043,S08000021
S01009800,S02001849,S13002644,S12000046,S16000119,S03000043,S08000021
S01009801,S02001849,S13002644,S12000046,S16000119,S03000043,S08000021
S01009802,S02001849,S13002644,S12000046,S16000119,S03000043,S08000021
S01009803,S02001849,S13002643,S12000046,S16000119,S03000043,S08000021
S01009804,S02001849,S13002643,S12000046,S16000119,S03000043,S08000021
S01009805,S02001849,S13002643,S12000046,S16000119,S03000043,S08000021
S01009806,S02001850,S13002644,S12000046,S16000119,S03000043,S08000021
S01009807,S02001850,S13002644,S12000046,S16000119,S03000043,S08000021
S01009808,S02001850,S13002644,S12000046,S16000119,S03000043,S08000021
S01009809,S02001850,S13002644,S12000046,S16000119,S03000043,S08000021
S01009810,S02001851,S13002644,S12000046,S16000119,S03000043,S08000021
S01009811,S02001851,S13002644,S12000046,S16000119,S03000043,S08000021
S01009812,S02001851,S13002644,S12000046,S16000119,S03000043,S08000021
S01009813,S02001851,S13002644,S12000046,S16000119,S03000043,S08000021
S01009814,S02001851,S13002644,S12000046,S16000119,S03000043,S08000021
S01009815,S02001852,S13002644,S12000046,S16000119,S03000043,S08000021
S01009816,S02001852,S13002644,S12000046,S16000119,S03000043,S08000021
S01009817,S02001852,S13002644,S12000046,S16000119,S03000043,S08000021
S01009818,S02001852,S13002644,S12000046,S16000119,S03000043,S08000021
S01009819,S02001852,S13002644,S12000046,S16000119,S03000043,S08000021
S01009820,S02001852,S13002644,S12000046,S16000119,S03000043,S08000021
S01009821,S02001852,S13002644,S12000046,S16000119,S03000043,S08000021
S01009822,S02001853,S13002644,S12000046,S16000119,S03000043,S08000021
S01009823,S02001853,S13002644,S12000046,S16000119,S03000043,S08000021
S01009824,S02001853,S13002644,S12000046,S16000119,S03000043,S08000021
S01009825,S02001853,S13002644,S12000046,S16000119,S03000043,S08000021
S01009826,S02001853,S13002644,S12000046,S16000119,S03000043,S08000021
S01009827,S02001853,S13002644,S12000046,S16000119,S03000043,S08000021
S01009828,S02001853,S13002644,S12000046,S16000119,S03000043,S08000021
S01009829,S02001854,S13002644,S12000046,S16000119,S03000043,S08000021
S01009830,S02001854,S13002644,S12000046,S16000119,S03000043,S08000021
S01009831,S02001854,S13002644,S12000046,S16000119,S03000043,S08000021
S01009832,S02001854,S13002644,S12000046,S16000119,S03000043,S08000021
S01009833,S02001855,S13002645,S12000046,S16000119,S03000043,S08000021
S01009834,S02001855,S13002645,S12000046,S16000119,S03000043,S08000021
S01009835,S02001855,S13002645,S12000046,S16000119,S03000043,S08000021
S01009836,S02001855,S13002645,S12000046,S16000119,S03000043,S08000021
S01009837,S02001855,S13002645,S12000046,S16000119,S03000043,S08000021
S01009838,S02001855,S13002645,S12000046,S16000119,S03000043,S08000021
S01009839,S02001855,S13002645,S12000046,S16000119,S03000043,S08000021
S01009840,S02001855,S13002645,S12000046,S16000119,S03000043,S08000021
S01009841,S02001856,S13002645,S12000046,S16000119,S03000043,S08000021
S01009842,S02001856,S13002645,S12000046,S16000119,S03000043,S08000021
S01009843,S02001856,S13002645,S12000046,S16000119,S03000043,S08000021
S01009844,S02001856,S13002645,S12000046,S16000119,S03000043,S08000021
S01009845,S02001856,S13002645,S12000046,S16000119,S03000043,S08000021
S01009846,S02001856,S13002645,S12000046,S16000119,S03000043,S08000021
S01009847,S02001856,S13002645,S12000046,S16000119,S03000043,S08000021
S01009848,S02001857,S13002645,S12000046,S16000119,S03000043,S08000021
S01009849,S02001857,S13002645,S12000046,S16000119,S03000043,S08000021
S01009850,S02001857,S13002645,S12000046,S16000119,S03000043,S08000021
S01009851,S02001857,S13002645,S12000046,S16000119,S03000043,S08000021
S01009852,S02001858,S13002644,S12000046,S16000119,S03000043,S08000021
S01009853,S02001858,S13002644,S12000046,S16000119,S03000043,S08000021
S01009854,S02001858,S13002644,S12000046,S16000119,S03000043,S08000021
S01009855,S02001858,S13002644,S12000046,S16000119,S03000043,S08000021
S01009856,S02001858,S13002645,S12000046,S16000119,S03000043,S08000021
S01009857,S02001858,S13002644,S12000046,S16000119,S03000043,S08000021
S01009858,S02001858,S13002644,S12000046,S16000119,S03000043,S08000021
S01009859,S02001859,S13002645,S12000046,S16000122,S03000043,S08000021
S01009860,S02001859,S13002645,S12000046,S16000122,S03000043,S08000021
S01009861,S02001859,S13002645,S12000046,S16000122,S03000043,S08000021
S01009862,S02001860,S13002645,S12000046,S16000122,S03000043,S08000021
S01009863,S02001860,S13002645,S12000046,S16000122,S03000043,S08000021
S01009864,S02001860,S13002645,S12000046,S16000122,S03000043,S08000021
S01009865,S02001860,S13002645,S12000046,S16000122,S03000043,S08000021
S01009866,S02001861,S13002645,S12000046,S16000122,S03000043,S08000021
S01009867,S02001861,S13002645,S12000046,S16000122,S03000043,S08000021
S01009868,S02001861,S13002645,S12000046,S16000122,S03000043,S08000021
S01009869,S02001861,S13002645,S12000046,S16000122,S03000043,S08000021
S01009870,S02001861,S13002645,S12000046,S16000122,S03000043,S08000021
S01009871,S02001862,S13002646,S12000046,S16000122,S03000043,S08000021
S01009872,S02001862,S13002645,S12000046,S16000122,S03000043,S08000021
S01009873,S02001862,S13002645,S12000046,S16000122,S03000043,S08000021
S01009874,S02001862,S13002645,S12000046,S16000122,S03000043,S08000021
S01009875,S02001863,S13002646,S12000046,S16000122,S03000043,S08000021
S01009876,S02001863,S13002646,S12000046,S16000122,S03000043,S08000021
S01009877,S02001863,S13002646,S12000046,S16000122,S03000043,S08000021
S01009878,S02001863,S13002646,S12000046,S16000122,S03000043,S08000021
S01009879,S02001863,S13002646,S12000046,S16000122,S03000043,S08000021
S01009880,S02001863,S13002646,S12000046,S16000122,S03000043,S08000021
S01009881,S02001864,S13002646,S12000046,S16000122,S03000043,S08000021
S01009882,S02001864,S13002646,S12000046,S16000122,S03000043,S08000021
S01009883,S02001864,S13002646,S12000046,S16000122,S03000043,S08000021
S01009884,S02001864,S13002646,S12000046,S16000122,S03000043,S08000021
S01009885,S02001864,S13002646,S12000046,S16000122,S03000043,S08000021
S01009886,S02001864,S13002646,S12000046,S16000122,S03000043,S08000021
S01009887,S02001865,S13002648,S12000046,S16000122,S03000043,S08000021
S01009888,S02001865,S13002648,S12000046,S16000122,S03000043,S08000021
S01009889,S02001865,S13002648,S12000046,S16000122,S03000043,S08000021
S01009890,S02001865,S13002648,S12000046,S16000122,S03000043,S08000021
S01009891,S02001865,S13002648,S12000046,S16000122,S03000043,S08000021
S01009892,S02001865,S13002648,S12000046,S16000122,S03000043,S08000021
S01009893,S02001865,S13002648,S12000046,S16000122,S03000043,S08000021
S01009894,S02001866,S13002648,S12000046,S16000122,S03000043,S08000021
S01009895,S02001866,S13002648,S12000046,S16000122,S03000043,S08000021
S01009896,S02001866,S13002648,S12000046,S16000122,S03000043,S08000021
S01009897,S02001866,S13002648,S12000046,S16000122,S03000043,S08000021
S01009898,S02001866,S13002648,S12000046,S16000122,S03000043,S08000021
S01009899,S02001867,S13002647,S12000046,S16000116,S03000043,S08000021
S01009900,S02001867,S13002647,S12000046,S16000116,S03000043,S08000021
S01009901,S02001867,S13002647,S12000046,S16000116,S03000043,S08000021
S01009902,S02001867,S13002648,S12000046,S16000122,S03000043,S08000021
S01009903,S02001867,S13002648,S12000046,S16000122,S03000043,S08000021
S01009904,S02001867,S13002647,S12000046,S16000116,S03000043,S08000021
S01009905,S02001868,S13002648,S12000046,S16000122,S03000043,S08000021
S01009906,S02001868,S13002648,S12000046,S16000122,S03000043,S08000021
S01009907,S02001868,S13002648,S12000046,S16000122,S03000043,S08000021
S01009908,S02001868,S13002646,S12000046,S16000122,S03000043,S08000021
S01009909,S02001868,S13002648,S12000046,S16000122,S03000043,S08000021
S01009910,S02001868,S13002648,S12000046,S16000122,S03000043,S08000021
S01009911,S02001868,S13002646,S12000046,S16000122,S03000043,S08000021
S01009912,S02001869,S13002646,S12000046,S16000122,S03000043,S08000021
S01009913,S02001869,S13002646,S12000046,S16000122,S03000043,S08000021
S01009914,S02001869,S13002646,S12000046,S16000122,S03000043,S08000021
S01009915,S02001869,S13002646,S12000046,S16000122,S03000043,S08000021
S01009916,S02001869,S13002646,S12000046,S16000122,S03000043,S08000021
S01009917,S02001869,S13002646,S12000046,S16000122,S03000043,S08000021
S01009918,S02001869,S13002646,S12000046,S16000122,S03000043,S08000021
S01009919,S02001870,S13002646,S12000046,S16000122,S03000043,S08000021
S01009920,S02001870,S13002646,S12000046,S16000122,S03000043,S08000021
S01009921,S02001870,S13002646,S12000046,S16000122,S03000043,S08000021
S01009922,S02001870,S13002646,S12000046,S16000122,S03000043,S08000021
S01009923,S02001871,S13002647,S12000046,S16000116,S03000043,S08000021
S01009924,S02001871,S13002647,S12000046,S16000116,S03000043,S08000021
S01009925,S02001871,S13002647,S12000046,S16000116,S03000043,S08000021
S01009926,S02001871,S13002647,S12000046,S16000116,S03000043,S08000021
S01009927,S02001872,S13002647,S12000046,S16000116,S03000043,S08000021
S01009928,S02001872,S13002647,S12000046,S16000116,S03000043,S08000021
S01009929,S02001872,S13002647,S12000046,S16000116,S03000043,S08000021
S01009930,S02001872,S13002647,S12000046,S16000116,S03000043,S08000021
S01009931,S02001872,S13002647,S12000046,S16000116,S03000043,S08000021
S01009932,S02001872,S13002647,S12000046,S16000116,S03000043,S08000021
S01009933,S02001873,S13002642,S12000046,S16000116,S03000043,S08000021
S01009934,S02001873,S13002642,S12000046,S16000116,S03000043,S08000021
S01009935,S02001873,S13002642,S12000046,S16000116,S03000043,S08000021
S01009936,S02001873,S13002646,S12000046,S16000122,S03000043,S08000021
S01009937,S02001873,S13002642,S12000046,S16000116,S03000043,S08000021
S01009938,S02001873,S13002642,S12000046,S16000116,S03000043,S08000021
S01009939,S02001874,S13002642,S12000046,S16000116,S03000043,S08000021
S01009940,S02001874,S13002642,S12000046,S16000116,S03000043,S08000021
S01009941,S02001874,S13002642,S12000046,S16000116,S03000043,S08000021
S01009942,S02001874,S13002642,S12000046,S16000116,S03000043,S08000021
S01009943,S02001874,S13002642,S12000046,S16000116,S03000043,S08000021
S01009944,S02001875,S13002642,S12000046,S16000116,S03000043,S08000021
S01009945,S02001875,S13002642,S12000046,S16000116,S03000043,S08000021
S01009946,S02001875,S13002642,S12000046,S16000116,S03000043,S08000021
S01009947,S02001875,S13002642,S12000046,S16000116,S03000043,S08000021
S01009948,S02001876,S13002642,S12000046,S16000116,S03000043,S08000021
S01009949,S02001876,S13002642,S12000046,S16000116,S03000043,S08000021
S01009950,S02001876,S13002642,S12000046,S16000116,S03000043,S08000021
S01009951,S02001876,S13002642,S12000046,S16000116,S03000043,S08000021
S01009952,S02001876,S13002642,S12000046,S16000116,S03000043,S08000021
S01009953,S02001876,S13002642,S12000046,S16000116,S03000043,S08000021
S01009954,S02001876,S13002642,S12000046,S16000116,S03000043,S08000021
S01009955,S02001877,S13002642,S12000046,S16000116,S03000043,S08000021
S01009956,S02001877,S13002642,S12000046,S16000116,S03000043,S08000021
S01009957,S02001877,S13002642,S12000046,S16000116,S03000043,S08000021
S01009958,S02001877,S13002642,S12000046,S16000116,S03000043,S08000021
S01009959,S02001878,S13002642,S12000046,S16000116,S03000043,S08000021
S01009960,S02001878,S13002641,S12000046,S16000116,S03000043,S08000021
S01009961,S02001878,S13002642,S12000046,S16000116,S03000043,S08000021
S01009962,S02001878,S13002641,S12000046,S16000116,S03000043,S08000021
S01009963,S02001878,S13002641,S12000046,S16000116,S03000043,S08000021
S01009964,S02001878,S13002641,S12000046,S16000116,S03000043,S08000021
S01009965,S02001879,S13002641,S12000046,S16000116,S03000043,S08000021
S01009966,S02001879,S13002641,S12000046,S16000116,S03000043,S08000021
S01009967,S02001879,S13002641,S12000046,S16000116,S03000043,S08000021
S01009968,S02001879,S13002641,S12000046,S16000116,S03000043,S08000021
S01009969,S02001880,S13002641,S12000046,S16000116,S03000043,S08000021
S01009970,S02001880,S13002641,S12000046,S16000116,S03000043,S08000021
S01009971,S02001880,S13002641,S12000046,S16000116,S03000043,S08000021
S01009972,S02001880,S13002641,S12000046,S16000116,S03000043,S08000021
S01009973,S02001881,S13002641,S12000046,S16000116,S03000043,S08000021
S01009974,S02001881,S13002641,S12000046,S16000116,S03000043,S08000021
S01009975,S02001881,S13002641,S12000046,S16000116,S03000043,S08000021
S01009976,S02001881,S13002641,S12000046,S16000116,S03000043,S08000021
S01009977,S02001881,S13002641,S12000046,S16000116,S03000043,S08000021
S01009978,S02001881,S13002641,S12000046,S16000116,S03000043,S08000021
S01009979,S02001881,S13002641,S12000046,S16000116,S03000043,S08000021
S01009980,S02001882,S13002641,S12000046,S16000116,S03000043,S08000021
S01009981,S02001882,S13002641,S12000046,S16000116,S03000043,S08000021
S01009982,S02001882,S13002641,S12000046,S16000116,S03000043,S08000021
S01009983,S02001882,S13002641,S12000046,S16000116,S03000043,S08000021
S01009984,S02001882,S13002641,S12000046,S16000116,S03000043,S08000021
S01009985,S02001882,S13002641,S12000046,S16000116,S03000043,S08000021
S01009986,S02001883,S13002641,S12000046,S16000116,S03000043,S08000021
S01009987,S02001883,S13002641,S12000046,S16000116,S03000043,S08000021
S01009988,S02001883,S13002641,S12000046,S16000116,S03000043,S08000021
S01009989,S02001883,S13002641,S12000046,S16000116,S03000043,S08000021
S01009990,S02001883,S13002641,S12000046,S16000116,S03000043,S08000021
S01009991,S02001883,S13002641,S12000046,S16000116,S03000043,S08000021
S01009992,S02001883,S13002641,S12000046,S16000116,S03000043,S08000021
S01009993,S02001884,S13002641,S12000046,S16000116,S03000043,S08000021
S01009994,S02001884,S13002641,S12000046,S16000116,S03000043,S08000021
S01009995,S02001884,S13002641,S12000046,S16000116,S03000043,S08000021
S01009996,S02001884,S13002641,S12000046,S16000116,S03000043,S08000021
S01009997,S02001884,S13002641,S12000046,S16000116,S03000043,S08000021
S01009998,S02001884,S13002641,S12000046,S16000116,S03000043,S08000021
S01009999,S02001885,S13002647,S12000046,S16000116,S03000043,S08000021
S01010000,S02001885,S13002647,S12000046,S16000116,S03000043,S08000021
S01010001,S02001885,S13002647,S12000046,S16000116,S03000043,S08000021
S01010002,S02001885,S13002647,S12000046,S16000116,S03000043,S08000021
S01010003,S02001885,S13002647,S12000046,S16000116,S03000043,S08000021
S01010004,S02001885,S13002647,S12000046,S16000116,S03000043,S08000021
S01010005,S02001886,S13002647,S12000046,S16000116,S03000043,S08000021
S01010006,S02001886,S13002647,S12000046,S16000116,S03000043,S08000021
S01010007,S02001886,S13002647,S12000046,S16000116,S03000043,S08000021
S01010008,S02001886,S13002647,S12000046,S16000116,S03000043,S08000021
S01010009,S02001886,S13002642,S12000046,S16000116,S03000043,S08000021
S01010010,S02001886,S13002641,S12000046,S16000116,S03000043,S08000021
S01010011,S02001887,S13002647,S12000046,S16000116,S03000043,S08000021
S01010012,S02001887,S13002647,S12000046,S16000116,S03000043,S08000021
S01010013,S02001887,S13002647,S12000046,S16000116,S03000043,S08000021
S01010014,S02001887,S13002647,S12000046,S16000116,S03000043,S08000021
S01010015,S02001887,S13002647,S12000046,S16000116,S03000043,S08000021
S01010016,S02001888,S13002648,S12000046,S16000122,S03000043,S08000021
S01010017,S02001888,S13002648,S12000046,S16000122,S03000043,S08000021
S01010018,S02001888,S13002648,S12000046,S16000122,S03000043,S08000021
